"ref","1","2"
954,-2.518,0.575
5985,0.66,0.691
356,0.898,0.862
6137,0.281,0.664
2237,0.623,0.812
43,0.629,0.653
6200,0.847,0.842
1405,0.694,0.753
7113,0.77,0.842
5865,0.302,0.556
4779,0.067,-0.141
313,0.891,0.812
2540,0.687,0.735
5639,0.63,0.718
3735,0.389,0.713
605,0.726,0.747
5653,0.815,0.771
6094,0.879,0.859
150,0.876,0.861
1746,0.52,0.677
4977,0.244,0.326
161,0.655,0.806
1038,0.298,0.125
4545,0.879,0.846
3898,0.921,0.867
4263,0.901,0.829
1299,0.706,0.61
6019,0.786,0.721
4587,0.775,0.797
268,0.876,0.796
544,0.803,0.767
2329,0.204,0.63
160,0.858,0.851
7515,0.767,0.74
3355,0.292,0.648
6886,0.881,0.856
2594,0.713,0.776
7378,0.771,0.802
7133,0.716,0.742
196,0.777,0.806
7043,0.853,0.803
4328,-1.005,-0.596
3517,0.65,0.744
7158,0.666,0.726
1160,0.65,0.671
1327,0.856,0.791
7016,0.855,0.837
2288,0.457,0.723
4428,0.561,0.829
4824,-1.737,0.305
4632,0.687,0.759
4613,-0.401,0.488
3923,0.626,0.697
2312,0.778,0.803
2547,0.742,0.747
2814,0.523,0.683
7780,0.868,0.826
7874,0.636,0.752
648,0.177,0.298
3912,0.745,0.769
3333,0.571,0.738
4011,0.33,0.653
4022,0.813,0.776
6100,0.902,0.8
7162,0.69,0.742
2394,0.898,0.836
5505,0.8,0.774
1385,0.846,0.763
3523,0.289,0.685
5531,0.64,0.695
5533,0.688,0.744
7488,0.87,0.815
2410,0.766,0.707
7655,0.658,0.769
6293,0.865,0.841
4171,0.647,0.76
7428,0.697,0.787
3882,0.854,0.824
5160,0.481,0.68
7830,0.863,0.787
7738,0.048,0.583
2775,0.874,0.847
5497,0.702,0.811
399,0.737,0.808
3897,0.91,0.851
3972,0.855,0.752
7086,0.897,0.865
161,0.655,0.806
5270,0.693,0.79
2079,-0.218,0.692
7704,0.844,0.822
7545,0.373,0.442
7790,0.811,0.804
2567,0.887,0.847
2572,0.757,0.765
2870,-1.651,0.342
6445,0.837,0.771
5105,0.317,0.627
1842,0.883,0.818
122,0.697,0.804
4255,0.916,0.802
3484,0.75,0.781
7655,0.658,0.769
1872,0.758,0.747
5715,0.587,0.7
7827,0.876,0.799
5990,0.655,0.654
3884,0.894,0.841
4078,0.731,0.766
5112,0.844,0.794
4826,-0.257,0.298
4244,0.913,0.828
2293,0.683,0.779
4602,0.266,0.685
1767,0.87,0.809
7666,0.763,0.811
4621,0.893,0.825
4813,-0.009,0.62
6081,0.9,0.866
5094,0.135,0.554
2121,0.829,0.809
1767,0.87,0.809
4892,0.305,0.556
6955,-0.207,0.65
7645,0.603,0.77
3928,0.87,0.766
7826,0.644,0.795
578,0.648,0.712
1297,0.709,0.678
4554,0.869,0.857
2078,0.368,0.716
4617,0.241,0.681
4304,0.897,0.859
4505,0.846,0.842
1791,0.67,0.758
1244,0.473,0.513
4183,0.745,0.749
4226,0.854,0.821
965,-0.051,0.371
5364,0.922,0.84
7654,0.701,0.776
1755,0.286,0.697
3519,0.849,0.817
3614,0.064,0.464
1432,-0.871,0.59
3794,0.829,0.787
3093,0.787,0.759
1104,0.74,0.53
4366,0.863,0.853
7191,0.446,0.677
626,0.382,0.548
2792,0.469,0.684
7057,0.843,0.793
475,0.361,0.629
1392,0.852,0.805
5366,0.781,0.805
6627,0.878,0.841
531,0.638,0.758
648,0.177,0.298
3067,0.693,0.707
6733,0.853,0.817
4321,0.746,0.714
7793,0.911,0.847
4662,0.826,0.857
2040,0.783,0.79
6422,0.532,0.725
4049,0.482,0.661
4973,-1.199,0.264
3167,0.618,0.782
7612,0.797,0.745
6978,0.886,0.807
6960,0.915,0.839
6648,0.758,0.758
4954,-0.77,0.241
6122,0.281,0.584
1062,-0.908,-0.196
583,0.601,0.705
5793,0.688,0.808
2491,0.335,0.643
850,0.634,0.048
2516,0.282,0.595
7743,0.352,0.644
1492,0.85,0.822
1161,0.683,0.423
5041,-0.218,0.49
3796,0.832,0.815
1206,0.876,0.849
3743,0.867,0.813
2227,0.308,0.534
7677,-0.032,0.632
1448,0.77,0.697
1774,0.586,0.732
7363,0.406,0.72
4279,0.864,0.805
6720,0.898,0.825
7591,0.426,0.664
336,0.825,0.852
5083,0.138,0.665
3876,0.87,0.844
5236,0.862,0.775
5892,0.69,0.766
3125,0.719,0.747
3930,0.818,0.757
3217,-1.018,0.316
4111,0.773,0.731
6961,0.898,0.852
3191,0.367,0.629
304,0.833,0.856
734,0.78,0.789
3731,0.645,0.8
5305,0.839,0.817
969,-0.607,0.36
6102,0.307,0.598
2803,0.788,0.765
1727,0.816,0.743
1120,0.69,0.758
7013,0.894,0.867
4263,0.901,0.829
3905,0.89,0.88
4276,0.893,0.816
223,0.817,0.79
1242,0.036,0.574
3203,0.621,0.597
5515,0.549,0.692
577,0.569,0.654
3718,0.903,0.863
3785,0.763,0.802
6232,0.84,0.832
6027,0.76,0.771
3433,0.817,0.736
7038,0.846,0.826
1694,0.244,0.567
7648,0.618,0.738
4496,0.71,0.722
2647,0.827,0.8
4463,0.363,0.619
481,-1.77,0.134
2698,0.893,0.833
2881,0.397,0.768
5162,-1.679,0.162
7178,0.821,0.743
6667,0.706,0.69
5910,0.885,0.825
1876,0.906,0.809
6946,0.117,0.676
2795,0.844,0.769
7019,0.766,0.802
1032,-1.301,0.321
6049,-0.031,0.575
7120,0.714,0.739
5346,-0.321,0.409
1218,0.803,0.684
112,-0.991,0.175
7371,0.711,0.796
3317,0.765,0.787
4219,0.226,0.645
2299,0.687,0.728
5295,0.845,0.814
168,0.579,0.806
5853,0.835,0.791
483,0.66,0.699
5403,0.83,0.794
1528,0.877,0.829
4969,-1.467,0.447
1525,0.894,0.819
3270,0.429,0.682
7443,0.658,0.741
4113,0.695,0.735
7825,0.882,0.812
5339,0.618,0.672
2866,0.488,0.753
3382,-0.364,0.105
5352,-0.232,0.357
6118,0.514,0.672
3897,0.91,0.851
7191,0.446,0.677
1129,0.626,0.732
2412,0.863,0.769
4473,0.009,0.532
4752,0.716,0.765
5525,0.468,0.664
624,0.426,0.714
1981,0.828,0.815
4300,0.891,0.807
524,0.771,0.776
1710,0.794,0.74
3765,0.876,0.805
5485,0.783,0.821
7793,0.911,0.847
940,0.356,0.802
5774,0.818,0.801
2790,0.817,0.767
3896,0.886,0.835
2492,0.788,0.83
5704,0.774,0.786
2902,0.883,0.803
3384,0.658,0.726
3209,0.502,0.617
7153,0.638,0.692
5682,0.475,0.559
700,0.789,0.765
1558,0.741,0.764
443,0.462,0.583
5778,0.807,0.771
6366,0.888,0.859
2472,0.788,0.761
2457,0.766,0.782
2447,0.732,0.758
7422,0.564,0.623
3106,0.744,0.817
3656,0.682,0.754
6151,0.398,0.605
5076,0.151,0.671
291,0.758,0.767
7819,0.851,0.807
268,0.876,0.796
450,0.433,0.555
1331,0.852,0.821
2018,0.391,0.625
6486,0.906,0.852
5190,0.628,0.727
1573,0.822,0.752
874,0.57,0.621
6277,0.893,0.816
3245,0.627,0.687
6754,0.635,0.694
5465,0.723,0.697
7037,0.872,0.833
751,0.817,0.778
6096,0.749,0.777
1292,0.728,0.721
5956,0.717,0.701
5898,0.88,0.816
4644,0.822,0.777
1429,-0.22,0.582
4857,0.024,0.556
4142,0.827,0.803
5341,0.704,0.752
5586,0.592,0.682
4246,0.852,0.805
7369,0.731,0.771
3090,0.338,0.594
1305,0.636,0.764
2492,0.788,0.83
2551,0.782,0.779
548,0.848,0.768
2929,0.633,0.798
4757,0.865,0.851
380,0.712,0.807
1655,0.681,0.712
2402,0.514,0.53
2654,0.858,0.745
1519,0.843,0.758
4312,-0.431,0.572
885,0.694,0.435
5067,-0.409,0.512
1434,-0.003,0.562
6019,0.786,0.721
7308,0.801,0.831
1599,0.264,0.703
1107,0.815,0.769
571,0.566,0.724
2457,0.766,0.782
1909,0.85,0.787
7664,0.472,0.763
122,0.697,0.804
4435,0.587,0.834
627,0.049,0.451
2245,0.816,0.784
1098,0.617,0.649
3364,0.621,0.788
858,0.488,0.742
9,0.89,0.818
7686,0.807,0.802
5089,-1.559,0.159
4245,0.6,0.692
6997,0.855,0.834
6018,0.748,0.697
763,0.522,0.626
4936,-0.132,0.492
7527,0.352,0.589
7580,0.604,0.692
4154,0.627,0.752
6360,0.833,0.791
7119,0.402,0.698
3394,0.689,0.723
978,0.706,0.778
7491,0.696,0.845
5659,0.624,0.598
1454,0.789,0.693
6290,0.779,0.772
6819,0.816,0.788
5745,0.128,0.616
6857,0.714,0.794
2654,0.858,0.745
713,0.803,0.788
2882,0.57,0.758
4708,0.89,0.852
5425,0.857,0.792
415,0.853,0.788
4305,0.679,0.71
2122,0.857,0.823
2396,0.881,0.834
4027,0.768,0.782
6181,0.911,0.85
5094,0.135,0.554
5230,0.916,0.807
1531,0.769,0.844
4289,0.893,0.833
3005,0.156,0.622
5755,-0.284,0.572
4621,0.893,0.825
3412,0.08,0.556
1663,0.85,0.763
3018,0.275,0.707
1075,0.202,-0.663
3075,0.867,0.839
502,0.514,0.63
7348,-0.592,0.632
3854,0.888,0.79
3566,0.644,0.718
2964,0.827,0.842
5258,-0.644,0.389
6476,0.75,0.786
3041,0.853,0.82
6554,0.09,0.522
4533,0.724,0.752
5608,0.204,0.561
